Message,Sentimiento
"@Daniel_McDean @DIRECTVGO @DIRECTVCo Tenemos mucha tarea, Dani. Menos mal @DIRECTVGO existe.",Neutro
@SoyAndrejo @DIRECTVGO Jajajaja inolvidables 😍,Neutro
@Daniel_McDean @DIRECTVGO Estamos en las mismas,Neutro
la mejor forma de pasar el insomnio son las series,Neutro
La idea es tener el plan oro hd o plus hd o 4k para q pueda aprovechar el directvgo yo lo tengo y no he tenido problema tiene 90 canales en vivo y 5000 títulos me dan aparte de los canales q ofrecen ademas si alguien les interesa soy ejecutiva de directv dejo mi número +56986451222,Neutro
nesecito un servicio de directivi,Neutro
"FINALMENTE📢📢ATENCION👈
 
 DIRECTV🌐INTERNET
 
 COMPRA HOY PAGA📢📢 EN ABRIL😱ABRIL😱ABRIL😱
 
 LLAMA YA📲 3219789666
 #directvsports #oigamirevea #santiagodecali #directvgo",Neutro
"@DIRECTVGO ca 0u
 
 p9o9",Neutro
Claudio Andres Galarce Alcantara,Neutro
Quiero solicitar la devolución del dinero por una compra de directv go,Neutro
ÑKhZJyY Tz j ii o,Neutro
hola,Neutro
Nesecito saber si mi hijo puede contratar,Neutro
18318031_2,Neutro
Aparte solo se puede en 1 dispositivo pico en el.ojo siii,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
"Tengo pack oro en @DIRECTVChile y no ""me alcanza"" para ver contenido HBOGO. 
 Alguien sabe como poder ver estos capítulos domingo en la noche?
 Gracias!",Neutro
Me enganche con otra serie y ahora quien me saca de mi casa ?,Neutro
@DIRECTVGO No tiene porno? 😢,Neutro
Y yo esperando todo el rato :v,Neutro
Hola necesito el internet informacion,Neutro
Hola bunas tarde,Neutro
Necesito internet,Neutro
"no, no es alaska",Neutro
@DIRECTVGOAyuda gracias!!!,Neutro
@DIRECTVGO Y si las tengo descargadas 🤔,Neutro
Directiv go,Neutro
Quiero servicio de directiv go,Neutro
Chile,Neutro
Hola puede responder,Neutro
X f,Neutro
Recargue 40000 y se los robaron,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
Adquiera ya su plan en pospago con Avantel desde 40000 comuníquese al whatssap 3132389397.,Neutro
300 j4 core con 15 dias de uso,Neutro
@DIRECTVGOAyuda La República de Chile,Neutro
"@DIRECTVGOAyuda hola tengo un tablet de 10"" con Android 4.4 y no me toma la aplicación y según el requisito mínimo es 4.4 para que modelos de tablet funciona?",Neutro
⁦@DIRECTVGOAyuda⁩ esta info me aparece https://t.co/M4pzCS9fii,Neutro
Leny Beiiby Riivera aún así el costo es desproporcionado con respecto al servicio. Es streaming y televisión IP.,Neutro
Recargue 40000 y se los robaron,Neutro
"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ / Fecha 22
 West Ham (@WestHamEspanol) 🆚 Arsenal (@OfficialAFC_ES)
 🎤Relatos: @pedrobozoa
 🎙Comentarios: @Gustavo_che
 🤳#FútbolEnDIRECTV / #WHUARS - #PL
 📺🌎 DIRECTV Sports + y DIRECTV 4K Ultra HD (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/1zGnVtCpQi",Neutro
"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ / Fecha 22
 Burnley (@BurnleyOfficial) 🆚 Fulham (@FulhamFC)
 🎤Relatos: @nachogarciad
 🎙Comentarios: @FranciscoBlavia
 🤳#FútbolEnDIRECTV / #BURFUL - #PL
 📺🌎 DIRECTV Sports + (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/yX6PUHPXUS",Neutro
"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ / Fecha 22
 Leicester City (@LCFC) 🆚 Southampton (@SouthamptonFC)
 🎤Relatos: @jesuseacosta
 🎙Comentarios: @CarlitosSuarez
 🤳#FútbolEnDIRECTV / #LEISOU - #PL
 📺🌎 DIRECTV Sports / 614 - 1614 HD (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/jyn7OIagDS",Neutro
"#LaLigaSantander 🇪🇸⚽ / Fecha 19
 Girona (@GironaFC) 🆚 Deportivo Alavés (@Alaves)
 🎤Relatos: @federodas
 🎙Comentarios: @SebasDecker
 🤳#FútbolEnDIRECTV / #GironaAlavés - #LaLiga
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/Rcq4hiDM2o",Neutro
"#LaLigaSantander 🇪🇸⚽ / Fecha 19
 Villarreal (@VillarrealCF) 🆚 Getafe (@GetafeCF)
 🎤Relatos: @fpetrocelli
 🎙Comentarios: @rodrigojcastro
 🤳#FútbolEnDIRECTV / #VillarrealGetafe - #LaLiga
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/sdg6gQRbH7",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Lazio (@OfficialSSLazio) 🆚 Novara (@NovaraChannel)
 🎤Relatos: @federodas
 🎙Comentarios: @ManuOlivari
 🤳#FútbolEnDIRECTV / #LazioNovara
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/olUXtNAay6",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Sampdoria (@sampdoria) 🆚 AC Milan (@acmilan)
 🎤Relatos: @pedrobozoa
 🎙Comentarios: @rodrigojcastro
 🤳#FútbolEnDIRECTV / #SampMilan
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/jUbE0rIQth",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Bologna (@BfcOfficialPage) 🆚 Juventus (@juventusfces)
 🎤Relatos: @FDVENE
 🎙Comentarios: @SebasDecker
 🤳#FútbolEnDIRECTV / #BolognaJuve
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/C5Abs4CYLd",Neutro
@DIRECTVGO Yo pirateo directv jejeje,Neutro
¿Por qué todos tienen cara de orgasmo doloroso... ?,Neutro
"⊙x3tvplay es un servicio de televisión por internet que permite⊙
 ✔Ver más de 2000 canales en calidades Full HD – HD y SD;
 ✔Además tiene más de 3500 películas/series;
 ✔Dividido en categorías;
 ✔Funciona en cualquier dispositivo que tenga conexión a internet;
 ✔ Lleva tu televisión a todas partes;
 ✔Conecta hasta 3 dispositivos a la vez;
 ✔Pide tu demo de 1 horas gratis;
 ✔Ventas para todo el mundo;
 
 Consulta precio por inbox",Neutro
Jajaja,Neutro
saludos maestra. éxito en tus proyectos.,Neutro
Cristian Vega Cartes eres tu,Neutro
Nadie supers a felipe came es un gran alcon,Neutro
@DIRECTVGOAyuda Exelente muchas gracias saludos,Neutro
Cómo hago para obtener el servicio de Internet,Neutro
Ricardo voy por la patilla,Neutro
"Javier Alonso pense la misma wea, del mismo wn del ""estamos parrilla"".",Neutro
"que es un spoiler,,,, en ingleses aleron?? y en la cultura milenials?",Neutro
Que paso gorda mmmmm,Neutro
Gustavo Solar menos mal..servicio como las........ Aca en con con nadie pudo hacer nah nos aburrimos.. Y 33 lukas por venir. Movistar nos salvo jaja ✌️,Neutro
Bryand Sanchez Palacios revise su inbox,Neutro
"Hanssel Retamal mira, el astaldo ql xD",Neutro
Hay que ser muy pobre infeliz qliao pa encontrar algo de humor en esto xD,Neutro
Por favor traigan DirecTV Go a México @ATT @ATTMx,Neutro
Hola,Neutro
Cómo puedo instalar. En la televisión el programa,Neutro
Otro mandao que se siente ofendido? 😂,Neutro
Jose Camaño donde lo compro?,Neutro
"Carlos, así es",Neutro
Así es,Neutro
Andres Fernando Rosas Peña ok,Neutro
"Consigue el mejor servicio de televisión satelital promociones con dos decodificadores en alta definición 183 canales 68 en HD, la mejor experiencia en definición inigualable, promociones hasta 6 decodificadores, 2 servicios en dos casas diferentes con mismo titular. .
 Instalación gratis con pat bancario
 .
 Descuentos en instalaciones en efectivo
 .
 Instalación inmediata.
 .
 3 planes para tu entera elección o necesidad, oro hd, Oro plus hd, Oro 4k
 .
 Aveces es mejor pagar un poco más por un servicio de calidad, que pagar menos por un servicio de mala calidad y que te trae más problemas que soluciones.
 .
 Piensa en grande !
 .
 Ejecutiva en línea +56934820596📲📞💻📺💳💵📝
 .
 #chilevenezuela #chile #directv #directvgo #beneficios #entretenimiento #lomejor #contrataaqui #servicio #satelital",Neutro
Sergio Saez imbox,Neutro
Nicolás Andrés Bohórquez Carreño uff qué bueno servicio (mire los comentarios alv),Neutro
Pierde por malos,Neutro
🤣,Neutro
Bryan Alexi igualito xD,Neutro
acuerdense qe ese escudo no tiene diablo,Neutro
Amén por siempre.,Neutro
Me interesa el servicio,Neutro
Estevan Osorio esos comentarios que gononea 🤣,Neutro
JAAJAJAJAJAJ esa gente si no parce 😂😂😂😂,Neutro
@ACMilanGoleador Si tienen forma de hacer periscope desde el computador para los seguidores yo les puedo prestar cuenta de directvGo para que todos puedan ver el partido,Neutro
@WorldACMilan Si pueden hacer stream desde periscope en pc yo con todo el gusto les presto cuenta de directvgo para que puedan ver ustedes y todos los seguidores el partido,Neutro
Our cable is not working,Neutro
@DIRECTVGO @elgourmet @DIRECTVGOAyuda Gracias,Neutro
English PLEASE,Neutro
@DIRECTVGOAyuda Estoy de vacaciones..en cuanto vuelva a slgo los llamo..,Neutro
ok thanks,Neutro
Boracha,Neutro
@DIRECTVGO Yyy dvd yy y que es es cchu🏊lo rtp,Neutro
En qué consiste la prueba promocional,Neutro
James Murcia hola me interesaria saber,Neutro
"La primera temporada es buena , la segunda regular gracias 😂😂",Neutro
Potassium Fam alaskagautier en instagram creo,Neutro
@DIRECTVGO C udf uvx jhoizbyvizgxjvfvxgdzbvxvzxzczvx vAšscaAZ,Neutro
"amigo como estas, si estas interesado en tomar las promociones de CLARO para tu hogar, tenemos INTERNET + TELEFONÍA FIJA + TV por tan solo $79.900 no pagas valor de instalación y pagas tu primera factura los finales de marzo, te dejo mi numero 300 2449757 escribe por whatsapp y te asesoro mejor.",Neutro
"Que lujo de congreso. #DIRECTVGO y #congresofuturo2018 . canal 157, mentes brillantes con soluciones sencillas para proteger el planeta. Y una forma diferente de entender al ser humano mediante nuestro entorno. Felicitaciones. Gracias.",Neutro
Hola,Neutro
Y entonces para que esté medio?,Neutro
"@DIRECTVGOAyuda Como dice en la imagen, desde Chile",Neutro
@DIRECTVGO .,Neutro
"@DIRECTVGOAyuda Hace aproximadamente un mes lo hice. La ""persona"" del chat me dijo que tenía que contactarme con ""las personas"" de Mi Directv",Neutro
@DIRECTVGOAyuda @DIRECTVServicio https://t.co/QYRH8BSEZu,Neutro
"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽ / Fecha 22
 Everton (@Everton) 🆚 Bournemouth (@afcbournemouth)
 🎤Relatos: @jesuseacosta
 🎙Comentarios: @CarlitosSuarez
 🤳#FútbolEnDIRECTV / #EVEBOU - #PL
 📺🌎 DIRECTV Sports + (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/r2Vs4SqtTE",Neutro
"#LaLigaSantander 🇪🇸⚽ / Fecha 19
 Atlético de Madrid (@Atleti) 🆚 Levante (@LevanteUD)
 🎤Relatos: @Alex_candal
 🎙Comentarios: @luisferpo
 🤳#FútbolEnDIRECTV / #AtletiLevante - #LaLiga
 📺🌎 DIRECTV Sports (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/nGlkhg0Q0A",Neutro
"#LaLigaSantander 🇪🇸⚽ / Fecha 19
 Betis (@RealBetis) 🆚 Real Madrid (@realmadrid)
 🎤Relatos: @haasenico
 🎙Comentarios: @fpetrocelli
 🤳#FútbolEnDIRECTV / #RealBetisRealMadrid - #LaLiga
 📺🌎 DIRECTV Sports y DIRECTV 4K Ultra HD (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/9MvT9W806t",Neutro
Leidy MarcelaTangarife donde vas a invitar a verlo jajajaja pero sin bullying por favor,Neutro
Puede ser en el bizcocho... Jjejee. Peace and love,Neutro
Jajajaja me parece bien,Neutro
"#Ligue1Conforama 🇫🇷⚽ / Fecha 20
 Olympique de Marsella (@OM_Espanol) 🆚 Mónaco (@AS_Monaco_ES)
 🎤Relatos: @SebaQuadrelli
 🎙Comentarios: @SebasDecker
 🤳#FútbolEnDIRECTV / #OMASM - #Ligue1
 📺🌎 DIRECTV Sports / 615 - 1615 HD (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/RieWCjwneN",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Torino (@TorinoFC_1906) 🆚 Fiorentina (@acffiorentina)
 🎤Relatos: @SebaQuadrelli
 🎙Comentarios: @rodrigojcastro
 🤳#FútbolEnDIRECTV / #TorinoFiorentina
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/OhMg4F7tCL",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Inter de Milán (@Inter_es) 🆚 Benevento (@bncalcio)
 🎤Relatos: @haasenico
 🎙Comentarios: @fpetrocelli
 🤳#FútbolEnDIRECTV / #InterBenevento
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/lSFWY7mnQR",Neutro
"#CoppaItalia 🇮🇹🏆⚽ / Octavos de Final
 Napoli (@sscnapoliES) 🆚 Sassuolo (@SassuoloUS)
 🎤Relatos: @pedrobozoa
 🎙Comentarios: @rodrigojcastro
 🤳#FútbolEnDIRECTV / #NapoliSassuolo
 📺🌎 DIRECTV Sports 2 (❌🇧🇴🇵🇾)
 📱💻 DIRECTV Play y DIRECTV Go
 Den 🔃 y/o 💟 https://t.co/YwRYVqukQr",Neutro
@DIRECTVGOAyuda @DIRECTVServicio Cómo les envío el mensaje directo? Para éso me tendrían que seguir,Neutro
Hola,Neutro
@DIRECTVGOAyuda hola si uno se suscribe a DirectTV Go le quidan la señal satelital?,Neutro
"Ése es el número de la cuenta, está a nombre de mi cónyuge Paulina Cuevas. Plan Oro. Chile. Franciscoperaltac@gmail.com pic.twitter.com/rNQXXYkAjJ",Neutro
Gracias. Esperaré su respuesta,Neutro
La chapa jajajajaja saludos mi pana,Neutro
Como quedó el partido América santa fe gracias,Neutro
Miguel Angel Sepulveda Reyes asi es,Neutro
Manuel Parra Mesa 1-0 ganó Santa Fe,Neutro
Gracias,Neutro
@ajmanriquee si. Al parecer no es tan nuevo ...,Neutro
@natuneherrera pero ingresas a la app desde tu smart tv y te presenta falla cuando quieres ver algo?,Neutro
Jajajajajajaja pensé que era la única,Neutro
Uno cero ganó santafe,Neutro
Manuel Parra Mesa 1x0 ganó santa fe pero jugaron bn los 2 equipos,Neutro
Muchas gracias,Neutro
"@DIRECTVGO Fantasía, compré una antena prepago,nunca funcionó 😂😎",Negativo
@DIRECTVGOAyuda @jasontoro2010 Yo tengo HBO HD en mi plan y puedo verlo y trngo cdf y fox Sports premium HD en mi plan oro HD y no puedo verlos así que tuve que bajar la app de fox Sports para poder verlos y esa no es lz gracia,Negativo
Tengo todos mis primiun en DirecTV go menos el CDF premium cuando lo liberan,Negativo
"Tengo todos los premium en directv, cuando liberan los fox sports y cdf?🤔",Negativo
"Ya me he comunicado varias veces y aun no resuelven el problema, siempre decian que debia esperar 72 horas",Negativo
Estimado estoy usando directv go y quiero ver cdf Premium pero me dice. No tienes acceso para ver fcanal de fútbol Premium en HD (dtvla) puedes administrar tu suscripción en midirectv,Negativo
Estimado estoy usando directv go y quiero ver cdf Premium pero me dice. No tienes acceso para ver fcanal de fútbol Premium en HD (dtvla) puedes administrar tu suscripción en midirectv,Negativo
Mi consulta es como puedo ver cdf Premium atraves de la app,Negativo
"@DIRECTVGOAyuda hola, tengo en mi plan de Directv, CDF HD y FoxSports, pero en Directv Go no lo puedo ver. Me sale esto. https://t.co/5gdCHPkIgV",Negativo
"Antes era suficiente pagar la TV por cable o satélite, ahora toca pagar adicional para acceder al contenido ""premium"" que antes estaba incluído... Después se inventarán el premium del premium... 😠",Negativo
@DIRECTVGOAyuda @DIRECTVGO @Carolindays Porque no se puede ver el cdf??????,Negativo
"@DIRECTVGOAyuda Que tiene que ver @CDF_cl y @FOXSports_Chile? Los tengo y los puedo ver por @DIRECTVGO, lo que planteo es que el Mundial de Hanball es un evento exclusivo de @DIRECTVChile y no lo puedo ver en la plataforma online que tengo contratada, entiendo que por TV lo emiten en el 1614",Negativo
"@DIRECTVGOAyuda hola ,tengo cuenta oro en servicio tv pero al ingresar a la app no puedo ver cdf premium y los fox sports, ya que en tv si los tengo contratados",Negativo
@DIRECTVGOAyuda Siguen los problemas....aún sin sonido la mayoría de los canales. Revise el ancho de banda y todo está ok,Negativo
"@DIRECTVServicio Porqué aún no puedo ver HBO HD ni Fox Sports HD en mi cuenta de DIRECTV GO??
 No se supone que esos canales son del plan Oro HD??",Negativo
"@DIRECTVCo Hola, está sin sonido el partido Manchester vs Liverpool",Negativo
@DIRECTVSports @giraltpablo @JPVarsky No hay sonido x.directv go,Negativo
"@DIRECTVGOAyuda Hola, desde Colombia, tienen falla gnal en la app con el sonido? Ningún canal tiene audio",Negativo
"Buenas noches. Estoy presentando problemas con los canales de la app, ya que estos no me reproducen con sonido el contenido.",Negativo
@DIRECTVGOAyuda tengo plan oro HD y cdf premium y HD contratado pero en la app directv go sigue apareciendo este mensaje al abrir el cdfp pic.twitter.com/Pc2AuyTr4E,Negativo
"Samsung Smart TV, una serie. Lo que sucede es que normalmente todo el contenido de televisión lo escucho en el idioma original.",Negativo
"@DIRECTVServicio Porqué aún no puedo ver HBO HD ni Fox Sports HD en mi cuenta de DIRECTV GO??
 No se supone que esos canales son del plan Oro HD??",Negativo
"Qué cobertura no hay ni señan , están con el 771 y acá no hay ni mal tiempo.",Negativo
"@DIRECTVChile buenas noches, me pueden informar porque en DIRECTVGO no puedo ver los canales de fox si tengo el paquete de fox?",Negativo
"@DIRECTVGOAyuda hola necesito ayuda, no puedo ver fox por la aplicación siendo que tengo contratado el servicio",Negativo
"@DIRECTVGOAyuda Hola tengo un problema con Directv Go, tengo contratado fox sports y CDF Premium pero no los puedo ver online. Solo puedo ver el paquete de Fox Premium de peliculas. Ademas el canal TYC por que no esta online?. Gracias.",Negativo
@DIRECTVGOAyuda Pero los Fox Sports tampoco los puedo ver online,Negativo
"@DIRECTVGOAyuda @DIRECTVGO Hola!, no puedo ver fox en la aplicación directv go y tengo los planes premium",Negativo
"Buen día señores DirecTV. Estoy probando su nueva plataforma DirecTV GO. Me parece una buena y mejorable plataforma, pero tengo un problema, y es que al tratar de acceder al contenido on Demand que promocionan, este me envía un mensaje (No tienes acceso para ver... Puedes administrar tu suscripción en directvgo.com) al hacer click en ""ver ahora"" y no me permite continuar con el proceso. ¿Qué ocurre?",Negativo
"@DIRECTVServicio @DIRECTVChile @DIRECTVGOAyuda 
 Estimados instalé servicio de #DirectvGo veo los canales pero no tengo sonido...",Negativo
"@DIRECTVServicio @DIRECTVChile @DIRECTVGOAyuda 
 Estimados instalé servicio de #DirectvGo veo los canales pero no tengo sonido...",Negativo
"@DIRECTVServicio @DIRECTVChile @DIRECTVGOAyuda 
 Estimados instalé servicio de #DirectvGo veo los canales pero no tengo sonido...",Negativo
@DIRECTVGOAyuda estimados tengo servicio habilitado pero en la mayoría de los canales tengo sólo señal y no tengo audio,Negativo
"Buenas,desde hace unos días a la mayoría de canales les falla el sonido(no sé oye nada) en mi smart TV Samsung, solución por favor. Puros dramas está app",Negativo
"@DIRECTVGOAyuda estimados, hace dos días no escucho la mayoría de los canales en el smartv...que puedo hacer? #DirectvGo",Negativo
"@DIRECTVGOAyuda estimados, hace dos días no escucho la mayoría de los canales en el smartv...que puedo hacer? #DirectvGo",Negativo
"@DIRECTVGOAyuda Estimados las respuestas entregadas no fueron las que esperaba, ya que no saben qué problemas tiene y el problema es netamente de la app",Negativo
@DIRECTVGOAyuda hola. Me aparece error 1101 en todo el contenido. He reiniciado el teléfono y no pasa nada. Que puede ocurrir?,Negativo
"@DIRECTVGOAyuda probando su plataforma, no puedo acceder al contenido on demand. Dice que necesito administrar mi suscripción.
 Porqué ocurre esto?",Negativo
"Estimados, buenas tardes. Contraté esta modalidad por medio de mi TV Samsung. No obstante, el servicio está funcionando con problemas, ya que la gran mayoría de los canales funcionan sin audio.",Negativo
Cada rato me pide la clave para ingresar,Negativo
@DIRECTVGOAyuda no reconoce mi cuenta dtv,Negativo
@DIRECTVGOAyuda Pero ya lo intenté con el asistente virtual y no tuve solución. Me estás derivando a los mismos pasos que ya hice,Negativo
"Buen noche. Tengo problemas con la aplicación ya que no genera sonido, practicamente todo lo que veo no se escucha.",Negativo
"No, no me aparece ninguna opción en ningún canal para realizar el cambio de audio.",Negativo
Buenas noches... tengo la aplicación Directvgo y a cada rato me saca de la sesión y me dice error 104 me pueden ayudar a solucionar gracias,Negativo
Mala la app yo la tengo y no se ven los canales otros están sin audio,Negativo
@DIRECTVGOAyuda Creo que no se entendió no puedo acceder a la app de directvgo con midirectv,Negativo
"A través del chat un ejecutivo me indicó que tenían problemas con la app, pero que sería arreglado pronto, pero nada ha cambiado",Negativo
"Me dijo que podría ver series go y películas go, pero tampoco las puedo ver",Negativo
@DIRECTVGO A mi no me funciona. Sale error de conexión cada vez que intento hacerlo.,Negativo
Instale la aplicación y creamos la cuenta pero no funciona,Negativo
"@DIRECTVGO No me funciona app en iPhone , no reconoce correo ni contraseña",Negativo
"@DIRECTVGO Hola, no puedo conectarme a la aplicación. Me pueden ayudar? Gracias",Negativo
@DIRECTVGOAyuda @DIRECTVGO Uso el mismo correo y contraseña que en la app DIRECTV https://t.co/DDpY83leJg,Negativo
"Me sale que no puedo ver el contenido por que n o esta activo, la cuenta esta creada, hice todo lo que dice el folleto que me dieron en la tienda, pero aun así no se puede ver",Negativo
"Hola! Tengo el beneficio por 6 meses de tres pelis gratis pot PPV en los canales análogos. Pero cuando las compro por DIRECTV Go sale el cobro pero no la peli, entonces tengo que llamar para que descarguen una y me activen desde allá para poder verla. Así que tengo cargada 2 o 3 veces the equalaizer 2 y solo la vi una vez que fue la que activé por teléfono.",Negativo
"@DIRECTVGOAyuda cómo se soluciona este error? No me deja reproducir el capítulo completo de la serie, #1101 #error1101 pic.twitter.com/sb5zlkS1BK",Negativo
"@DIRECTVGO Hola, una consulta. He tratado de ingresar a ver las temporadas de game of thrones pero no me lo permiten. Me dice que para Colombia no puedo ingresar, Yo tengo plan de pago mensual. Con quien me puedo comunicar para recibir ayuda por favor ?",Negativo
Tengo muchos problemas con la app de mi Smart TV,Negativo
La trasmisión se cae muy amenudo,Negativo
@DIRECTVGOAyuda Ingreso y eso me sale con cualquier Serie película o partido https://t.co/tFvloXypQi,Negativo
"Los contacto ya que he contratado el servicio en línea por medio de mi TV SAmsung, y resulta que casi todos los canales funcionan sin audio.",Negativo
"@DIRECTVGO Estaba probando el servicio en un SmartTV de Samsung pero a los 10 minutos se queda congelada la imagen y cómo que bloquea el TV, solo me queda apagarlo y encenderlo nuevamente. Sería bueno que corrigieran ese bug!",Negativo
"@DIRECTVGOAyuda hola, algunos canales como FoodNetwork tienen desincronización entre el audio y el video, hace unos días me paso con Discovery Turbo",Negativo
"@DIRECTVGOAyuda @DIRECTVGO La imagen se congela, mientras sigue el audio. O los canales no cargan. Sumado a que la interfaz en general es algo lenta.",Negativo
Señores Directv go por qué las peliculas no tienen traducción en idioma español?,Negativo
Señores Directv go por qué las peliculas no tienen traducción en idioma español?,Negativo
"DIRECTVGOServicio disponibilidad de subtitulos no, disponibilidad de idioma en español",Negativo
@DIRECTVGOAyuda @DIRECTVGO se me pega la imagen pero se sigue escuchando. Qué onda? Cuando será perfecta su app?,Negativo
@DIRECTVGOAyuda @DIRECTVGO qué onda? Se pega la imagen y solo se escucha. Cuando tendrán una app perfecta!? https://t.co/pUmP6b3whP,Negativo
Y seguimos sobreviviendo este primer día del año a pura fruta congelada en todas sus formas y maratón de series...conocen directvgo??? es lo máximo! es tv por cable pero sin cables asi… instagram.com/p/BsGpnO4nzY-/…,Positivo
"#ContrataDIRECTV
 
 ¡OFERTA IMPACTO! Contrata tu Plan ORO HD con PAT a sólo $20980 con Instalación GRATIS+2 Decos FHD+DIRECTV Sports y llévate 4 PPV de Regalo+DIRECTV GO! 👏👏
 
 Llévate 1 Mes GRATIS de Fox SPORTS Premium HD+Pack HBO Max HD+Fox PREMIUM HD y Hot Pack. 💪",Positivo
"Hola, compre un televisor Samsung y venia con un mes gratis de directvgo pero no puedo ver nada",Negativo
E intentado meterme ala promoción de 7 días gratis y no m deja pide código de promocion,Negativo
Le ofrecen un plan con tarifas fijas a uno.y luego.le aumentan.las cuotas.sin.darle.ninguna explicación a nadie...,Negativo
"Gratis ???? Afiliandote a un año y pagando un contrato premiun , direc tv que descarados son !!!!!",Negativo
Falsa publicidad.,Negativo
"Ustedes son lo peor, ladrones, mentirosos.",Negativo
Uyyy que rabia descargue recien la aplcacion!!!,Negativo
ES UNA FALSA COMO DICEN 7 DIAS GRATIS PERO HAY QUE REGISTRARSE Y DAR EL NUMERO DE LA TARJETA DE CRÉDITO,Negativo
Actualicen esa app,Negativo
"@DIRECTVGO un suplicio intentar ver DirectvGo. Ninguna solución, cerca de media hora esperando en línea por atención @DIRECTVChile @DIRECTVLA pic.twitter.com/DbOfVnD9hx",Negativo
"#DirectvGo 
 Just bad service. 
 Transferred 5 times on a call.
 Everyone passes the call to someone else. 
 1 hr 40 mins
 Nothing resolved",Negativo
@DIRECTVGO Terrible el servicio uno recarga y no le colocan lo q uno pago llama y el servicio en posventa no dan una solución oportuna Uds eran la mejor compañía de tv y ahora Internet q pasó decepcionando......,Negativo
"@DIRECTVGO un suplicio intentar ver DirectvGo. Ninguna solución, cerca de media hora esperando en línea por atención @DIRECTVChile @DIRECTVLA pic.twitter.com/DbOfVnD9hx",Negativo
@DIRECTVGO hace rato que no puedo usar el servicio. Aparecen la imagen congelada en todos los canales en vivo. Ojalá me puedan ayudar pic.twitter.com/cEmJtZZcCi,Negativo
"Compre un smart tv samsung y se supone que viene un mes gratis de esta basura de directv go,Nunca me activaron el servicio y mande todos los datos que solicitaron 😡",Negativo
@DIRECTVCo vuelve y juega nunca funciona DirectvGo. @DIRECTVServicio https://t.co/vO3gOCUQXa,Negativo
Da mucho que desear la línea de atención al cliente 🤔... Lástima,Negativo
"@DIRECTVGO Es app es súper lenta, nunca he podido reproducir nada, ni pegada de una buena wifi",Negativo
No he podido ver nada en todos los días que llevo con la suscripción,Negativo
